,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS,DATETIME,WEEKDAY,ENTRY_DIFFS,EXIT_DIFFS,TOTAL_TRAFFIC,DDATE,DWEEKDAY
271,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2018,04:00:00,REGULAR,6746936,3546767,2018-06-19 04:00:00,1,24.0,2.0,26.0,2018-06-19,1
272,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2018,08:00:00,REGULAR,6746983,3546950,2018-06-19 08:00:00,1,47.0,183.0,230.0,2018-06-19,1
273,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2018,12:00:00,REGULAR,6747243,3547138,2018-06-19 12:00:00,1,260.0,188.0,448.0,2018-06-19,1
274,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2018,16:00:00,REGULAR,6747472,3547209,2018-06-19 16:00:00,1,229.0,71.0,300.0,2018-06-19,1
275,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/19/2018,20:00:00,REGULAR,6748057,3547278,2018-06-19 20:00:00,1,585.0,69.0,654.0,2018-06-19,1
276,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2018,00:00:00,REGULAR,6748271,3547307,2018-06-20 00:00:00,2,214.0,29.0,243.0,2018-06-19,1
277,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2018,04:00:00,REGULAR,6748295,3547307,2018-06-20 04:00:00,2,24.0,0.0,24.0,2018-06-20,2
278,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2018,08:00:00,REGULAR,6748362,3547465,2018-06-20 08:00:00,2,67.0,158.0,225.0,2018-06-20,2
279,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2018,12:00:00,REGULAR,6748605,3547680,2018-06-20 12:00:00,2,243.0,215.0,458.0,2018-06-20,2
280,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2018,16:00:00,REGULAR,6748859,3547739,2018-06-20 16:00:00,2,254.0,59.0,313.0,2018-06-20,2
281,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/20/2018,20:00:00,REGULAR,6749480,3547840,2018-06-20 20:00:00,2,621.0,101.0,722.0,2018-06-20,2
282,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2018,00:00:00,REGULAR,6749739,3547899,2018-06-21 00:00:00,3,259.0,59.0,318.0,2018-06-20,2
283,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2018,04:00:00,REGULAR,6749765,3547901,2018-06-21 04:00:00,3,26.0,2.0,28.0,2018-06-21,3
284,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2018,08:00:00,REGULAR,6749830,3548078,2018-06-21 08:00:00,3,65.0,177.0,242.0,2018-06-21,3
285,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2018,12:00:00,REGULAR,6750065,3548301,2018-06-21 12:00:00,3,235.0,223.0,458.0,2018-06-21,3
286,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2018,16:00:00,REGULAR,6750293,3548355,2018-06-21 16:00:00,3,228.0,54.0,282.0,2018-06-21,3
287,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/21/2018,20:00:00,REGULAR,6750913,3548442,2018-06-21 20:00:00,3,620.0,87.0,707.0,2018-06-21,3
288,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2018,00:00:00,REGULAR,6751147,3548463,2018-06-22 00:00:00,4,234.0,21.0,255.0,2018-06-21,3
289,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2018,04:00:00,REGULAR,6751177,3548464,2018-06-22 04:00:00,4,30.0,1.0,31.0,2018-06-22,4
290,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2018,08:00:00,REGULAR,6751223,3548611,2018-06-22 08:00:00,4,46.0,147.0,193.0,2018-06-22,4
291,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2018,12:00:00,REGULAR,6751437,3548828,2018-06-22 12:00:00,4,214.0,217.0,431.0,2018-06-22,4
292,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2018,16:00:00,REGULAR,6751719,3548890,2018-06-22 16:00:00,4,282.0,62.0,344.0,2018-06-22,4
293,A002,R051,02-03-04,59 ST,NQR456W,BMT,06/22/2018,20:00:00,REGULAR,6752296,3548950,2018-06-22 20:00:00,4,577.0,60.0,637.0,2018-06-22,4
294,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2018,00:00:00,REGULAR,10850233,1359971,2018-06-16 00:00:00,5,,,,2018-06-15,4
295,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2018,04:00:00,REGULAR,10850296,1359972,2018-06-16 04:00:00,5,63.0,1.0,64.0,2018-06-16,5
296,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2018,08:00:00,REGULAR,10850341,1359982,2018-06-16 08:00:00,5,45.0,10.0,55.0,2018-06-16,5
297,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2018,12:00:00,REGULAR,10850539,1359997,2018-06-16 12:00:00,5,198.0,15.0,213.0,2018-06-16,5
298,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2018,16:00:00,REGULAR,10850822,1360010,2018-06-16 16:00:00,5,283.0,13.0,296.0,2018-06-16,5
299,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/16/2018,20:00:00,REGULAR,10851161,1360022,2018-06-16 20:00:00,5,339.0,12.0,351.0,2018-06-16,5
300,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2018,00:00:00,REGULAR,10851385,1360030,2018-06-17 00:00:00,6,224.0,8.0,232.0,2018-06-16,5
301,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2018,04:00:00,REGULAR,10851442,1360031,2018-06-17 04:00:00,6,57.0,1.0,58.0,2018-06-17,6
302,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2018,08:00:00,REGULAR,10851486,1360034,2018-06-17 08:00:00,6,44.0,3.0,47.0,2018-06-17,6
303,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2018,12:00:00,REGULAR,10851660,1360044,2018-06-17 12:00:00,6,174.0,10.0,184.0,2018-06-17,6
304,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2018,16:00:00,REGULAR,10851898,1360053,2018-06-17 16:00:00,6,238.0,9.0,247.0,2018-06-17,6
305,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/17/2018,20:00:00,REGULAR,10852145,1360060,2018-06-17 20:00:00,6,247.0,7.0,254.0,2018-06-17,6
306,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2018,00:00:00,REGULAR,10852324,1360066,2018-06-18 00:00:00,0,179.0,6.0,185.0,2018-06-17,6
307,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2018,04:00:00,REGULAR,10852342,1360066,2018-06-18 04:00:00,0,18.0,0.0,18.0,2018-06-18,0
308,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2018,08:00:00,REGULAR,10852492,1360099,2018-06-18 08:00:00,0,150.0,33.0,183.0,2018-06-18,0
309,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2018,12:00:00,REGULAR,10852863,1360156,2018-06-18 12:00:00,0,371.0,57.0,428.0,2018-06-18,0
310,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2018,16:00:00,REGULAR,10853229,1360176,2018-06-18 16:00:00,0,366.0,20.0,386.0,2018-06-18,0
311,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/18/2018,20:00:00,REGULAR,10853982,1360189,2018-06-18 20:00:00,0,753.0,13.0,766.0,2018-06-18,0
312,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2018,00:00:00,REGULAR,10854296,1360195,2018-06-19 00:00:00,1,314.0,6.0,320.0,2018-06-18,0
313,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2018,04:00:00,REGULAR,10854340,1360196,2018-06-19 04:00:00,1,44.0,1.0,45.0,2018-06-19,1
314,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2018,08:00:00,REGULAR,10854475,1360243,2018-06-19 08:00:00,1,135.0,47.0,182.0,2018-06-19,1
315,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2018,12:00:00,REGULAR,10854889,1360302,2018-06-19 12:00:00,1,414.0,59.0,473.0,2018-06-19,1
316,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2018,16:00:00,REGULAR,10855268,1360328,2018-06-19 16:00:00,1,379.0,26.0,405.0,2018-06-19,1
317,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/19/2018,20:00:00,REGULAR,10856039,1360350,2018-06-19 20:00:00,1,771.0,22.0,793.0,2018-06-19,1
318,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2018,00:00:00,REGULAR,10856396,1360357,2018-06-20 00:00:00,2,357.0,7.0,364.0,2018-06-19,1
319,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2018,04:00:00,REGULAR,10856438,1360357,2018-06-20 04:00:00,2,42.0,0.0,42.0,2018-06-20,2
320,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2018,08:00:00,REGULAR,10856569,1360399,2018-06-20 08:00:00,2,131.0,42.0,173.0,2018-06-20,2
321,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2018,12:00:00,REGULAR,10856958,1360437,2018-06-20 12:00:00,2,389.0,38.0,427.0,2018-06-20,2
322,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2018,16:00:00,REGULAR,10857401,1360457,2018-06-20 16:00:00,2,443.0,20.0,463.0,2018-06-20,2
323,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/20/2018,20:00:00,REGULAR,10858183,1360494,2018-06-20 20:00:00,2,782.0,37.0,819.0,2018-06-20,2
324,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2018,00:00:00,REGULAR,10858565,1360508,2018-06-21 00:00:00,3,382.0,14.0,396.0,2018-06-20,2
325,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2018,04:00:00,REGULAR,10858599,1360510,2018-06-21 04:00:00,3,34.0,2.0,36.0,2018-06-21,3
326,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2018,08:00:00,REGULAR,10858740,1360533,2018-06-21 08:00:00,3,141.0,23.0,164.0,2018-06-21,3
327,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2018,12:00:00,REGULAR,10859162,1360565,2018-06-21 12:00:00,3,422.0,32.0,454.0,2018-06-21,3
328,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2018,16:00:00,REGULAR,10859587,1360592,2018-06-21 16:00:00,3,425.0,27.0,452.0,2018-06-21,3
329,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/21/2018,20:00:00,REGULAR,10860405,1360610,2018-06-21 20:00:00,3,818.0,18.0,836.0,2018-06-21,3
330,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2018,00:00:00,REGULAR,10860773,1360613,2018-06-22 00:00:00,4,368.0,3.0,371.0,2018-06-21,3
331,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2018,04:00:00,REGULAR,10860829,1360615,2018-06-22 04:00:00,4,56.0,2.0,58.0,2018-06-22,4
332,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2018,08:00:00,REGULAR,10860955,1360652,2018-06-22 08:00:00,4,126.0,37.0,163.0,2018-06-22,4
333,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2018,12:00:00,REGULAR,10861327,1360703,2018-06-22 12:00:00,4,372.0,51.0,423.0,2018-06-22,4
334,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2018,16:00:00,REGULAR,10861743,1360733,2018-06-22 16:00:00,4,416.0,30.0,446.0,2018-06-22,4
335,A002,R051,02-03-05,59 ST,NQR456W,BMT,06/22/2018,20:00:00,REGULAR,10862486,1360756,2018-06-22 20:00:00,4,743.0,23.0,766.0,2018-06-22,4
336,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/16/2018,00:00:00,REGULAR,8536007,490768,2018-06-16 00:00:00,5,,,,2018-06-15,4
337,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/16/2018,04:00:00,REGULAR,8536034,490769,2018-06-16 04:00:00,5,27.0,1.0,28.0,2018-06-16,5
338,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/16/2018,08:00:00,REGULAR,8536059,490769,2018-06-16 08:00:00,5,25.0,0.0,25.0,2018-06-16,5
339,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/16/2018,12:00:00,REGULAR,8536162,490771,2018-06-16 12:00:00,5,103.0,2.0,105.0,2018-06-16,5
340,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/16/2018,16:00:00,REGULAR,8536355,490772,2018-06-16 16:00:00,5,193.0,1.0,194.0,2018-06-16,5
341,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/16/2018,20:00:00,REGULAR,8536560,490777,2018-06-16 20:00:00,5,205.0,5.0,210.0,2018-06-16,5
342,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2018,00:00:00,REGULAR,8536710,490778,2018-06-17 00:00:00,6,150.0,1.0,151.0,2018-06-16,5
343,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2018,04:00:00,REGULAR,8536726,490778,2018-06-17 04:00:00,6,16.0,0.0,16.0,2018-06-17,6
344,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2018,08:00:00,REGULAR,8536748,490779,2018-06-17 08:00:00,6,22.0,1.0,23.0,2018-06-17,6
345,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2018,12:00:00,REGULAR,8536840,490781,2018-06-17 12:00:00,6,92.0,2.0,94.0,2018-06-17,6
346,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2018,16:00:00,REGULAR,8536964,490783,2018-06-17 16:00:00,6,124.0,2.0,126.0,2018-06-17,6
347,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/17/2018,20:00:00,REGULAR,8537097,490785,2018-06-17 20:00:00,6,133.0,2.0,135.0,2018-06-17,6
348,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2018,00:00:00,REGULAR,8537203,490787,2018-06-18 00:00:00,0,106.0,2.0,108.0,2018-06-17,6
349,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2018,04:00:00,REGULAR,8537215,490788,2018-06-18 04:00:00,0,12.0,1.0,13.0,2018-06-18,0
350,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2018,08:00:00,REGULAR,8537303,490790,2018-06-18 08:00:00,0,88.0,2.0,90.0,2018-06-18,0
351,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2018,12:00:00,REGULAR,8537624,490799,2018-06-18 12:00:00,0,321.0,9.0,330.0,2018-06-18,0
352,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2018,16:00:00,REGULAR,8537885,490806,2018-06-18 16:00:00,0,261.0,7.0,268.0,2018-06-18,0
353,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/18/2018,20:00:00,REGULAR,8538536,490811,2018-06-18 20:00:00,0,651.0,5.0,656.0,2018-06-18,0
354,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/19/2018,00:00:00,REGULAR,8538746,490814,2018-06-19 00:00:00,1,210.0,3.0,213.0,2018-06-18,0
355,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/19/2018,04:00:00,REGULAR,8538770,490815,2018-06-19 04:00:00,1,24.0,1.0,25.0,2018-06-19,1
356,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/19/2018,08:00:00,REGULAR,8538892,490819,2018-06-19 08:00:00,1,122.0,4.0,126.0,2018-06-19,1
357,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/19/2018,12:00:00,REGULAR,8539266,490827,2018-06-19 12:00:00,1,374.0,8.0,382.0,2018-06-19,1
358,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/19/2018,16:00:00,REGULAR,8539561,490831,2018-06-19 16:00:00,1,295.0,4.0,299.0,2018-06-19,1
359,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/19/2018,20:00:00,REGULAR,8540264,490835,2018-06-19 20:00:00,1,703.0,4.0,707.0,2018-06-19,1
360,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/20/2018,00:00:00,REGULAR,8540529,490838,2018-06-20 00:00:00,2,265.0,3.0,268.0,2018-06-19,1
361,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/20/2018,04:00:00,REGULAR,8540549,490838,2018-06-20 04:00:00,2,20.0,0.0,20.0,2018-06-20,2
362,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/20/2018,08:00:00,REGULAR,8540672,490842,2018-06-20 08:00:00,2,123.0,4.0,127.0,2018-06-20,2
363,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/20/2018,12:00:00,REGULAR,8541033,490849,2018-06-20 12:00:00,2,361.0,7.0,368.0,2018-06-20,2
364,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/20/2018,16:00:00,REGULAR,8541329,490855,2018-06-20 16:00:00,2,296.0,6.0,302.0,2018-06-20,2
365,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/20/2018,20:00:00,REGULAR,8542066,490859,2018-06-20 20:00:00,2,737.0,4.0,741.0,2018-06-20,2
366,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/21/2018,00:00:00,REGULAR,8542296,490862,2018-06-21 00:00:00,3,230.0,3.0,233.0,2018-06-20,2
367,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/21/2018,04:00:00,REGULAR,8542302,490862,2018-06-21 04:00:00,3,6.0,0.0,6.0,2018-06-21,3
368,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/21/2018,08:00:00,REGULAR,8542418,490868,2018-06-21 08:00:00,3,116.0,6.0,122.0,2018-06-21,3
369,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/21/2018,12:00:00,REGULAR,8542794,490872,2018-06-21 12:00:00,3,376.0,4.0,380.0,2018-06-21,3
370,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/21/2018,16:00:00,REGULAR,8543077,490879,2018-06-21 16:00:00,3,283.0,7.0,290.0,2018-06-21,3
371,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/21/2018,20:00:00,REGULAR,8543824,490888,2018-06-21 20:00:00,3,747.0,9.0,756.0,2018-06-21,3
372,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/22/2018,00:00:00,REGULAR,8544100,490889,2018-06-22 00:00:00,4,276.0,1.0,277.0,2018-06-21,3
373,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/22/2018,04:00:00,REGULAR,8544125,490890,2018-06-22 04:00:00,4,25.0,1.0,26.0,2018-06-22,4
374,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/22/2018,08:00:00,REGULAR,8544222,490894,2018-06-22 08:00:00,4,97.0,4.0,101.0,2018-06-22,4
375,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/22/2018,12:00:00,REGULAR,8544550,490902,2018-06-22 12:00:00,4,328.0,8.0,336.0,2018-06-22,4
376,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/22/2018,16:00:00,REGULAR,8544891,490908,2018-06-22 16:00:00,4,341.0,6.0,347.0,2018-06-22,4
377,A002,R051,02-03-06,59 ST,NQR456W,BMT,06/22/2018,20:00:00,REGULAR,8545549,490914,2018-06-22 20:00:00,4,658.0,6.0,664.0,2018-06-22,4
378,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/16/2018,00:00:00,REGULAR,1541,0,2018-06-16 00:00:00,5,,,,2018-06-15,4
379,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/16/2018,04:00:00,REGULAR,1541,0,2018-06-16 04:00:00,5,0.0,0.0,0.0,2018-06-16,5
380,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/16/2018,08:00:00,REGULAR,1541,0,2018-06-16 08:00:00,5,0.0,0.0,0.0,2018-06-16,5
381,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/16/2018,12:00:00,REGULAR,1541,0,2018-06-16 12:00:00,5,0.0,0.0,0.0,2018-06-16,5
382,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/16/2018,16:00:00,REGULAR,1541,0,2018-06-16 16:00:00,5,0.0,0.0,0.0,2018-06-16,5
383,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/16/2018,20:00:00,REGULAR,1541,0,2018-06-16 20:00:00,5,0.0,0.0,0.0,2018-06-16,5
384,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/17/2018,00:00:00,REGULAR,1541,0,2018-06-17 00:00:00,6,0.0,0.0,0.0,2018-06-16,5
385,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/17/2018,04:00:00,REGULAR,1541,0,2018-06-17 04:00:00,6,0.0,0.0,0.0,2018-06-17,6
386,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/17/2018,08:00:00,REGULAR,1541,0,2018-06-17 08:00:00,6,0.0,0.0,0.0,2018-06-17,6
387,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/17/2018,12:00:00,REGULAR,1541,0,2018-06-17 12:00:00,6,0.0,0.0,0.0,2018-06-17,6
388,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/17/2018,16:00:00,REGULAR,1541,0,2018-06-17 16:00:00,6,0.0,0.0,0.0,2018-06-17,6
389,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/17/2018,20:00:00,REGULAR,1541,0,2018-06-17 20:00:00,6,0.0,0.0,0.0,2018-06-17,6
390,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/18/2018,00:00:00,REGULAR,1541,0,2018-06-18 00:00:00,0,0.0,0.0,0.0,2018-06-17,6
391,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/18/2018,04:00:00,REGULAR,1541,0,2018-06-18 04:00:00,0,0.0,0.0,0.0,2018-06-18,0
392,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/18/2018,08:00:00,REGULAR,1541,0,2018-06-18 08:00:00,0,0.0,0.0,0.0,2018-06-18,0
393,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/18/2018,12:00:00,REGULAR,1541,0,2018-06-18 12:00:00,0,0.0,0.0,0.0,2018-06-18,0
394,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/18/2018,16:00:00,REGULAR,1541,0,2018-06-18 16:00:00,0,0.0,0.0,0.0,2018-06-18,0
395,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/18/2018,20:00:00,REGULAR,1541,0,2018-06-18 20:00:00,0,0.0,0.0,0.0,2018-06-18,0
396,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/19/2018,00:00:00,REGULAR,1541,0,2018-06-19 00:00:00,1,0.0,0.0,0.0,2018-06-18,0
397,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/19/2018,04:00:00,REGULAR,1541,0,2018-06-19 04:00:00,1,0.0,0.0,0.0,2018-06-19,1
398,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/19/2018,08:00:00,REGULAR,1541,0,2018-06-19 08:00:00,1,0.0,0.0,0.0,2018-06-19,1
399,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/19/2018,12:00:00,REGULAR,1541,0,2018-06-19 12:00:00,1,0.0,0.0,0.0,2018-06-19,1
400,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/19/2018,16:00:00,REGULAR,1541,0,2018-06-19 16:00:00,1,0.0,0.0,0.0,2018-06-19,1
401,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/19/2018,20:00:00,REGULAR,1541,0,2018-06-19 20:00:00,1,0.0,0.0,0.0,2018-06-19,1
402,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/20/2018,00:00:00,REGULAR,1541,0,2018-06-20 00:00:00,2,0.0,0.0,0.0,2018-06-19,1
403,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/20/2018,04:00:00,REGULAR,1541,0,2018-06-20 04:00:00,2,0.0,0.0,0.0,2018-06-20,2
404,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/20/2018,08:00:00,REGULAR,1541,0,2018-06-20 08:00:00,2,0.0,0.0,0.0,2018-06-20,2
405,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/20/2018,12:00:00,REGULAR,1541,0,2018-06-20 12:00:00,2,0.0,0.0,0.0,2018-06-20,2
406,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/20/2018,16:00:00,REGULAR,1541,0,2018-06-20 16:00:00,2,0.0,0.0,0.0,2018-06-20,2
407,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/20/2018,20:00:00,REGULAR,1541,0,2018-06-20 20:00:00,2,0.0,0.0,0.0,2018-06-20,2
408,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/21/2018,00:00:00,REGULAR,1541,0,2018-06-21 00:00:00,3,0.0,0.0,0.0,2018-06-20,2
409,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/21/2018,04:00:00,REGULAR,1541,0,2018-06-21 04:00:00,3,0.0,0.0,0.0,2018-06-21,3
410,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/21/2018,08:00:00,REGULAR,1541,0,2018-06-21 08:00:00,3,0.0,0.0,0.0,2018-06-21,3
411,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/21/2018,12:00:00,REGULAR,1541,0,2018-06-21 12:00:00,3,0.0,0.0,0.0,2018-06-21,3
412,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/21/2018,16:00:00,REGULAR,1541,0,2018-06-21 16:00:00,3,0.0,0.0,0.0,2018-06-21,3
413,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/21/2018,20:00:00,REGULAR,1541,0,2018-06-21 20:00:00,3,0.0,0.0,0.0,2018-06-21,3
414,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/22/2018,00:00:00,REGULAR,1541,0,2018-06-22 00:00:00,4,0.0,0.0,0.0,2018-06-21,3
415,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/22/2018,04:00:00,REGULAR,1541,0,2018-06-22 04:00:00,4,0.0,0.0,0.0,2018-06-22,4
416,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/22/2018,08:00:00,REGULAR,1541,0,2018-06-22 08:00:00,4,0.0,0.0,0.0,2018-06-22,4
417,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/22/2018,12:00:00,REGULAR,1541,0,2018-06-22 12:00:00,4,0.0,0.0,0.0,2018-06-22,4
418,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/22/2018,16:00:00,REGULAR,1541,0,2018-06-22 16:00:00,4,0.0,0.0,0.0,2018-06-22,4
419,A002,R051,02-05-00,59 ST,NQR456W,BMT,06/22/2018,20:00:00,REGULAR,1541,0,2018-06-22 20:00:00,4,0.0,0.0,0.0,2018-06-22,4
420,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/16/2018,00:00:00,REGULAR,0,781,2018-06-16 00:00:00,5,,,,2018-06-15,4
421,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/16/2018,04:00:00,REGULAR,0,781,2018-06-16 04:00:00,5,0.0,0.0,0.0,2018-06-16,5
422,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/16/2018,08:00:00,REGULAR,0,781,2018-06-16 08:00:00,5,0.0,0.0,0.0,2018-06-16,5
423,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/16/2018,12:00:00,REGULAR,0,781,2018-06-16 12:00:00,5,0.0,0.0,0.0,2018-06-16,5
