,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS,DATETIME,WEEKDAY,ENTRY_DIFFS,EXIT_DIFFS,TOTAL_TRAFFIC,DDATE,DWEEKDAY
424,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/16/2018,16:00:00,REGULAR,0,781,2018-06-16 16:00:00,5,0.0,0.0,0.0,2018-06-16,5
425,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/16/2018,20:00:00,REGULAR,0,781,2018-06-16 20:00:00,5,0.0,0.0,0.0,2018-06-16,5
426,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/17/2018,00:00:00,REGULAR,0,781,2018-06-17 00:00:00,6,0.0,0.0,0.0,2018-06-16,5
427,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/17/2018,04:00:00,REGULAR,0,781,2018-06-17 04:00:00,6,0.0,0.0,0.0,2018-06-17,6
428,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/17/2018,08:00:00,REGULAR,0,781,2018-06-17 08:00:00,6,0.0,0.0,0.0,2018-06-17,6
429,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/17/2018,12:00:00,REGULAR,0,781,2018-06-17 12:00:00,6,0.0,0.0,0.0,2018-06-17,6
430,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/17/2018,16:00:00,REGULAR,0,781,2018-06-17 16:00:00,6,0.0,0.0,0.0,2018-06-17,6
431,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/17/2018,20:00:00,REGULAR,0,781,2018-06-17 20:00:00,6,0.0,0.0,0.0,2018-06-17,6
432,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/18/2018,00:00:00,REGULAR,0,781,2018-06-18 00:00:00,0,0.0,0.0,0.0,2018-06-17,6
433,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/18/2018,04:00:00,REGULAR,0,781,2018-06-18 04:00:00,0,0.0,0.0,0.0,2018-06-18,0
434,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/18/2018,08:00:00,REGULAR,0,781,2018-06-18 08:00:00,0,0.0,0.0,0.0,2018-06-18,0
435,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/18/2018,12:00:00,REGULAR,0,781,2018-06-18 12:00:00,0,0.0,0.0,0.0,2018-06-18,0
436,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/18/2018,16:00:00,REGULAR,0,781,2018-06-18 16:00:00,0,0.0,0.0,0.0,2018-06-18,0
437,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/18/2018,20:00:00,REGULAR,0,781,2018-06-18 20:00:00,0,0.0,0.0,0.0,2018-06-18,0
438,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/19/2018,00:00:00,REGULAR,0,781,2018-06-19 00:00:00,1,0.0,0.0,0.0,2018-06-18,0
439,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/19/2018,04:00:00,REGULAR,0,781,2018-06-19 04:00:00,1,0.0,0.0,0.0,2018-06-19,1
440,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/19/2018,08:00:00,REGULAR,0,781,2018-06-19 08:00:00,1,0.0,0.0,0.0,2018-06-19,1
441,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/19/2018,12:00:00,REGULAR,0,781,2018-06-19 12:00:00,1,0.0,0.0,0.0,2018-06-19,1
442,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/19/2018,16:00:00,REGULAR,0,781,2018-06-19 16:00:00,1,0.0,0.0,0.0,2018-06-19,1
443,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/19/2018,20:00:00,REGULAR,0,781,2018-06-19 20:00:00,1,0.0,0.0,0.0,2018-06-19,1
444,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/20/2018,00:00:00,REGULAR,0,781,2018-06-20 00:00:00,2,0.0,0.0,0.0,2018-06-19,1
445,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/20/2018,04:00:00,REGULAR,0,781,2018-06-20 04:00:00,2,0.0,0.0,0.0,2018-06-20,2
446,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/20/2018,08:00:00,REGULAR,0,781,2018-06-20 08:00:00,2,0.0,0.0,0.0,2018-06-20,2
447,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/20/2018,12:00:00,REGULAR,0,781,2018-06-20 12:00:00,2,0.0,0.0,0.0,2018-06-20,2
448,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/20/2018,16:00:00,REGULAR,0,781,2018-06-20 16:00:00,2,0.0,0.0,0.0,2018-06-20,2
449,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/20/2018,20:00:00,REGULAR,0,781,2018-06-20 20:00:00,2,0.0,0.0,0.0,2018-06-20,2
450,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/21/2018,00:00:00,REGULAR,0,781,2018-06-21 00:00:00,3,0.0,0.0,0.0,2018-06-20,2
451,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/21/2018,04:00:00,REGULAR,0,781,2018-06-21 04:00:00,3,0.0,0.0,0.0,2018-06-21,3
452,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/21/2018,08:00:00,REGULAR,0,781,2018-06-21 08:00:00,3,0.0,0.0,0.0,2018-06-21,3
453,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/21/2018,12:00:00,REGULAR,0,781,2018-06-21 12:00:00,3,0.0,0.0,0.0,2018-06-21,3
454,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/21/2018,16:00:00,REGULAR,0,781,2018-06-21 16:00:00,3,0.0,0.0,0.0,2018-06-21,3
455,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/21/2018,20:00:00,REGULAR,0,781,2018-06-21 20:00:00,3,0.0,0.0,0.0,2018-06-21,3
456,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/22/2018,00:00:00,REGULAR,0,781,2018-06-22 00:00:00,4,0.0,0.0,0.0,2018-06-21,3
457,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/22/2018,04:00:00,REGULAR,0,781,2018-06-22 04:00:00,4,0.0,0.0,0.0,2018-06-22,4
458,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/22/2018,08:00:00,REGULAR,0,781,2018-06-22 08:00:00,4,0.0,0.0,0.0,2018-06-22,4
459,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/22/2018,12:00:00,REGULAR,0,781,2018-06-22 12:00:00,4,0.0,0.0,0.0,2018-06-22,4
460,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/22/2018,16:00:00,REGULAR,0,781,2018-06-22 16:00:00,4,0.0,0.0,0.0,2018-06-22,4
461,A002,R051,02-05-01,59 ST,NQR456W,BMT,06/22/2018,20:00:00,REGULAR,0,781,2018-06-22 20:00:00,4,0.0,0.0,0.0,2018-06-22,4
462,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/16/2018,00:00:00,REGULAR,7528164,160151,2018-06-16 00:00:00,5,,,,2018-06-15,4
463,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/16/2018,04:00:00,REGULAR,7528180,160152,2018-06-16 04:00:00,5,16.0,1.0,17.0,2018-06-16,5
464,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/16/2018,08:00:00,REGULAR,7528205,160154,2018-06-16 08:00:00,5,25.0,2.0,27.0,2018-06-16,5
465,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/16/2018,12:00:00,REGULAR,7528350,160156,2018-06-16 12:00:00,5,145.0,2.0,147.0,2018-06-16,5
466,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/16/2018,16:00:00,REGULAR,7528584,160162,2018-06-16 16:00:00,5,234.0,6.0,240.0,2018-06-16,5
467,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/16/2018,20:00:00,REGULAR,7528817,160170,2018-06-16 20:00:00,5,233.0,8.0,241.0,2018-06-16,5
468,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/17/2018,00:00:00,REGULAR,7528950,160178,2018-06-17 00:00:00,6,133.0,8.0,141.0,2018-06-16,5
469,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/17/2018,04:00:00,REGULAR,7528973,160181,2018-06-17 04:00:00,6,23.0,3.0,26.0,2018-06-17,6
470,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/17/2018,08:00:00,REGULAR,7528986,160183,2018-06-17 08:00:00,6,13.0,2.0,15.0,2018-06-17,6
471,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/17/2018,12:00:00,REGULAR,7529083,160185,2018-06-17 12:00:00,6,97.0,2.0,99.0,2018-06-17,6
472,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/17/2018,16:00:00,REGULAR,7529221,160192,2018-06-17 16:00:00,6,138.0,7.0,145.0,2018-06-17,6
473,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/17/2018,20:00:00,REGULAR,7529367,160199,2018-06-17 20:00:00,6,146.0,7.0,153.0,2018-06-17,6
474,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/18/2018,00:00:00,REGULAR,7529467,160206,2018-06-18 00:00:00,0,100.0,7.0,107.0,2018-06-17,6
475,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/18/2018,04:00:00,REGULAR,7529472,160209,2018-06-18 04:00:00,0,5.0,3.0,8.0,2018-06-18,0
476,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/18/2018,08:00:00,REGULAR,7529546,160212,2018-06-18 08:00:00,0,74.0,3.0,77.0,2018-06-18,0
477,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/18/2018,12:00:00,REGULAR,7529821,160217,2018-06-18 12:00:00,0,275.0,5.0,280.0,2018-06-18,0
478,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/18/2018,16:00:00,REGULAR,7530074,160219,2018-06-18 16:00:00,0,253.0,2.0,255.0,2018-06-18,0
479,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/18/2018,20:00:00,REGULAR,7530630,160224,2018-06-18 20:00:00,0,556.0,5.0,561.0,2018-06-18,0
480,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/19/2018,00:00:00,REGULAR,7530811,160245,2018-06-19 00:00:00,1,181.0,21.0,202.0,2018-06-18,0
481,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/19/2018,04:00:00,REGULAR,7530824,160246,2018-06-19 04:00:00,1,13.0,1.0,14.0,2018-06-19,1
482,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/19/2018,08:00:00,REGULAR,7530914,160247,2018-06-19 08:00:00,1,90.0,1.0,91.0,2018-06-19,1
483,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/19/2018,12:00:00,REGULAR,7531237,160250,2018-06-19 12:00:00,1,323.0,3.0,326.0,2018-06-19,1
484,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/19/2018,16:00:00,REGULAR,7531506,160253,2018-06-19 16:00:00,1,269.0,3.0,272.0,2018-06-19,1
485,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/19/2018,20:00:00,REGULAR,7532131,160264,2018-06-19 20:00:00,1,625.0,11.0,636.0,2018-06-19,1
486,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/20/2018,00:00:00,REGULAR,7532339,160273,2018-06-20 00:00:00,2,208.0,9.0,217.0,2018-06-19,1
487,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/20/2018,04:00:00,REGULAR,7532353,160274,2018-06-20 04:00:00,2,14.0,1.0,15.0,2018-06-20,2
488,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/20/2018,08:00:00,REGULAR,7532443,160276,2018-06-20 08:00:00,2,90.0,2.0,92.0,2018-06-20,2
489,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/20/2018,12:00:00,REGULAR,7532726,160280,2018-06-20 12:00:00,2,283.0,4.0,287.0,2018-06-20,2
490,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/20/2018,16:00:00,REGULAR,7533011,160289,2018-06-20 16:00:00,2,285.0,9.0,294.0,2018-06-20,2
491,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/20/2018,20:00:00,REGULAR,7533644,160301,2018-06-20 20:00:00,2,633.0,12.0,645.0,2018-06-20,2
492,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/21/2018,00:00:00,REGULAR,7533829,160312,2018-06-21 00:00:00,3,185.0,11.0,196.0,2018-06-20,2
493,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/21/2018,04:00:00,REGULAR,7533837,160313,2018-06-21 04:00:00,3,8.0,1.0,9.0,2018-06-21,3
494,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/21/2018,08:00:00,REGULAR,7533942,160314,2018-06-21 08:00:00,3,105.0,1.0,106.0,2018-06-21,3
495,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/21/2018,12:00:00,REGULAR,7534242,160317,2018-06-21 12:00:00,3,300.0,3.0,303.0,2018-06-21,3
496,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/21/2018,16:00:00,REGULAR,7534541,160327,2018-06-21 16:00:00,3,299.0,10.0,309.0,2018-06-21,3
497,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/21/2018,20:00:00,REGULAR,7535158,160342,2018-06-21 20:00:00,3,617.0,15.0,632.0,2018-06-21,3
498,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/22/2018,00:00:00,REGULAR,7535352,160353,2018-06-22 00:00:00,4,194.0,11.0,205.0,2018-06-21,3
499,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/22/2018,04:00:00,REGULAR,7535381,160356,2018-06-22 04:00:00,4,29.0,3.0,32.0,2018-06-22,4
500,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/22/2018,08:00:00,REGULAR,7535464,160358,2018-06-22 08:00:00,4,83.0,2.0,85.0,2018-06-22,4
501,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/22/2018,12:00:00,REGULAR,7535743,160360,2018-06-22 12:00:00,4,279.0,2.0,281.0,2018-06-22,4
502,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/22/2018,16:00:00,REGULAR,7536074,160366,2018-06-22 16:00:00,4,331.0,6.0,337.0,2018-06-22,4
503,A002,R051,02-06-00,59 ST,NQR456W,BMT,06/22/2018,20:00:00,REGULAR,7536608,160386,2018-06-22 20:00:00,4,534.0,20.0,554.0,2018-06-22,4
504,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/16/2018,02:00:00,REGULAR,3392511,5785922,2018-06-16 02:00:00,5,,,,2018-06-16,5
505,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/16/2018,06:00:00,REGULAR,3392520,5785931,2018-06-16 06:00:00,5,9.0,9.0,18.0,2018-06-16,5
506,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/16/2018,10:00:00,REGULAR,3392557,5786216,2018-06-16 10:00:00,5,37.0,285.0,322.0,2018-06-16,5
507,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/16/2018,14:00:00,REGULAR,3392650,5786721,2018-06-16 14:00:00,5,93.0,505.0,598.0,2018-06-16,5
508,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/16/2018,18:00:00,REGULAR,3392980,5787203,2018-06-16 18:00:00,5,330.0,482.0,812.0,2018-06-16,5
509,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/16/2018,22:00:00,REGULAR,3393296,5787397,2018-06-16 22:00:00,5,316.0,194.0,510.0,2018-06-16,5
510,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/17/2018,02:00:00,REGULAR,3393425,5787473,2018-06-17 02:00:00,6,129.0,76.0,205.0,2018-06-17,6
511,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/17/2018,06:00:00,REGULAR,3393432,5787488,2018-06-17 06:00:00,6,7.0,15.0,22.0,2018-06-17,6
512,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/17/2018,10:00:00,REGULAR,3393463,5787656,2018-06-17 10:00:00,6,31.0,168.0,199.0,2018-06-17,6
513,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/17/2018,14:00:00,REGULAR,3393530,5788051,2018-06-17 14:00:00,6,67.0,395.0,462.0,2018-06-17,6
514,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/17/2018,18:00:00,REGULAR,3393761,5788410,2018-06-17 18:00:00,6,231.0,359.0,590.0,2018-06-17,6
515,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/17/2018,22:00:00,REGULAR,3393991,5788564,2018-06-17 22:00:00,6,230.0,154.0,384.0,2018-06-17,6
516,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/18/2018,02:00:00,REGULAR,3394059,5788596,2018-06-18 02:00:00,0,68.0,32.0,100.0,2018-06-18,0
517,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/18/2018,06:00:00,REGULAR,3394063,5788606,2018-06-18 06:00:00,0,4.0,10.0,14.0,2018-06-18,0
518,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/18/2018,10:00:00,REGULAR,3394113,5789714,2018-06-18 10:00:00,0,50.0,1108.0,1158.0,2018-06-18,0
519,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/18/2018,14:00:00,REGULAR,3394286,5790473,2018-06-18 14:00:00,0,173.0,759.0,932.0,2018-06-18,0
520,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/18/2018,18:00:00,REGULAR,3394939,5791127,2018-06-18 18:00:00,0,653.0,654.0,1307.0,2018-06-18,0
521,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/18/2018,22:00:00,REGULAR,3395521,5791384,2018-06-18 22:00:00,0,582.0,257.0,839.0,2018-06-18,0
522,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/19/2018,02:00:00,REGULAR,3395677,5791433,2018-06-19 02:00:00,1,156.0,49.0,205.0,2018-06-19,1
523,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/19/2018,06:00:00,REGULAR,3395682,5791456,2018-06-19 06:00:00,1,5.0,23.0,28.0,2018-06-19,1
524,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/19/2018,10:00:00,REGULAR,3395718,5792726,2018-06-19 10:00:00,1,36.0,1270.0,1306.0,2018-06-19,1
525,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/19/2018,14:00:00,REGULAR,3395875,5793672,2018-06-19 14:00:00,1,157.0,946.0,1103.0,2018-06-19,1
526,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/19/2018,18:00:00,REGULAR,3396561,5794306,2018-06-19 18:00:00,1,686.0,634.0,1320.0,2018-06-19,1
527,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/19/2018,22:00:00,REGULAR,3397206,5794704,2018-06-19 22:00:00,1,645.0,398.0,1043.0,2018-06-19,1
528,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/20/2018,02:00:00,REGULAR,3397412,5794752,2018-06-20 02:00:00,2,206.0,48.0,254.0,2018-06-20,2
529,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/20/2018,06:00:00,REGULAR,3397420,5794777,2018-06-20 06:00:00,2,8.0,25.0,33.0,2018-06-20,2
530,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/20/2018,10:00:00,REGULAR,3397465,5796045,2018-06-20 10:00:00,2,45.0,1268.0,1313.0,2018-06-20,2
531,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/20/2018,14:00:00,REGULAR,3397618,5796960,2018-06-20 14:00:00,2,153.0,915.0,1068.0,2018-06-20,2
532,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/20/2018,18:00:00,REGULAR,3398264,5797767,2018-06-20 18:00:00,2,646.0,807.0,1453.0,2018-06-20,2
533,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/20/2018,22:00:00,REGULAR,3398871,5798117,2018-06-20 22:00:00,2,607.0,350.0,957.0,2018-06-20,2
534,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/21/2018,02:00:00,REGULAR,3399047,5798185,2018-06-21 02:00:00,3,176.0,68.0,244.0,2018-06-21,3
535,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/21/2018,06:00:00,REGULAR,3399055,5798199,2018-06-21 06:00:00,3,8.0,14.0,22.0,2018-06-21,3
536,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/21/2018,10:00:00,REGULAR,3399094,5799500,2018-06-21 10:00:00,3,39.0,1301.0,1340.0,2018-06-21,3
537,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/21/2018,14:00:00,REGULAR,3399267,5800470,2018-06-21 14:00:00,3,173.0,970.0,1143.0,2018-06-21,3
538,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/21/2018,18:00:00,REGULAR,3399947,5801154,2018-06-21 18:00:00,3,680.0,684.0,1364.0,2018-06-21,3
539,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/21/2018,22:00:00,REGULAR,3400567,5801542,2018-06-21 22:00:00,3,620.0,388.0,1008.0,2018-06-21,3
540,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/22/2018,02:00:00,REGULAR,3400763,5801609,2018-06-22 02:00:00,4,196.0,67.0,263.0,2018-06-22,4
541,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/22/2018,06:00:00,REGULAR,3400770,5801639,2018-06-22 06:00:00,4,7.0,30.0,37.0,2018-06-22,4
542,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/22/2018,10:00:00,REGULAR,3400806,5802775,2018-06-22 10:00:00,4,36.0,1136.0,1172.0,2018-06-22,4
543,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/22/2018,14:00:00,REGULAR,3401000,5803617,2018-06-22 14:00:00,4,194.0,842.0,1036.0,2018-06-22,4
544,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/22/2018,18:00:00,REGULAR,3401749,5804256,2018-06-22 18:00:00,4,749.0,639.0,1388.0,2018-06-22,4
545,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,06/22/2018,22:00:00,REGULAR,3402286,5804505,2018-06-22 22:00:00,4,537.0,249.0,786.0,2018-06-22,4
546,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/16/2018,02:00:00,REGULAR,4577399,2845377,2018-06-16 02:00:00,5,,,,2018-06-16,5
547,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/16/2018,06:00:00,REGULAR,4577403,2845381,2018-06-16 06:00:00,5,4.0,4.0,8.0,2018-06-16,5
548,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/16/2018,10:00:00,REGULAR,4577417,2845488,2018-06-16 10:00:00,5,14.0,107.0,121.0,2018-06-16,5
549,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/16/2018,14:00:00,REGULAR,4577530,2845696,2018-06-16 14:00:00,5,113.0,208.0,321.0,2018-06-16,5
550,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/16/2018,18:00:00,REGULAR,4577801,2845912,2018-06-16 18:00:00,5,271.0,216.0,487.0,2018-06-16,5
551,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/16/2018,22:00:00,REGULAR,4578086,2845978,2018-06-16 22:00:00,5,285.0,66.0,351.0,2018-06-16,5
552,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/17/2018,02:00:00,REGULAR,4578165,2846000,2018-06-17 02:00:00,6,79.0,22.0,101.0,2018-06-17,6
553,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/17/2018,06:00:00,REGULAR,4578169,2846001,2018-06-17 06:00:00,6,4.0,1.0,5.0,2018-06-17,6
554,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/17/2018,10:00:00,REGULAR,4578195,2846058,2018-06-17 10:00:00,6,26.0,57.0,83.0,2018-06-17,6
555,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/17/2018,14:00:00,REGULAR,4578274,2846212,2018-06-17 14:00:00,6,79.0,154.0,233.0,2018-06-17,6
556,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/17/2018,18:00:00,REGULAR,4578488,2846340,2018-06-17 18:00:00,6,214.0,128.0,342.0,2018-06-17,6
557,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/17/2018,22:00:00,REGULAR,4578671,2846378,2018-06-17 22:00:00,6,183.0,38.0,221.0,2018-06-17,6
558,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/18/2018,02:00:00,REGULAR,4578733,2846391,2018-06-18 02:00:00,0,62.0,13.0,75.0,2018-06-18,0
559,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/18/2018,06:00:00,REGULAR,4578740,2846394,2018-06-18 06:00:00,0,7.0,3.0,10.0,2018-06-18,0
560,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/18/2018,10:00:00,REGULAR,4578789,2846698,2018-06-18 10:00:00,0,49.0,304.0,353.0,2018-06-18,0
561,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/18/2018,14:00:00,REGULAR,4578985,2846913,2018-06-18 14:00:00,0,196.0,215.0,411.0,2018-06-18,0
562,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/18/2018,18:00:00,REGULAR,4579675,2847105,2018-06-18 18:00:00,0,690.0,192.0,882.0,2018-06-18,0
563,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/18/2018,22:00:00,REGULAR,4580232,2847191,2018-06-18 22:00:00,0,557.0,86.0,643.0,2018-06-18,0
564,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/19/2018,02:00:00,REGULAR,4580299,2847204,2018-06-19 02:00:00,1,67.0,13.0,80.0,2018-06-19,1
565,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/19/2018,06:00:00,REGULAR,4580303,2847212,2018-06-19 06:00:00,1,4.0,8.0,12.0,2018-06-19,1
566,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/19/2018,10:00:00,REGULAR,4580364,2847590,2018-06-19 10:00:00,1,61.0,378.0,439.0,2018-06-19,1
567,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/19/2018,14:00:00,REGULAR,4580589,2847884,2018-06-19 14:00:00,1,225.0,294.0,519.0,2018-06-19,1
568,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/19/2018,18:00:00,REGULAR,4581258,2848109,2018-06-19 18:00:00,1,669.0,225.0,894.0,2018-06-19,1
569,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/19/2018,22:00:00,REGULAR,4581806,2848204,2018-06-19 22:00:00,1,548.0,95.0,643.0,2018-06-19,1
570,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/20/2018,02:00:00,REGULAR,4581928,2848225,2018-06-20 02:00:00,2,122.0,21.0,143.0,2018-06-20,2
571,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/20/2018,06:00:00,REGULAR,4581936,2848226,2018-06-20 06:00:00,2,8.0,1.0,9.0,2018-06-20,2
572,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/20/2018,10:00:00,REGULAR,4581993,2848563,2018-06-20 10:00:00,2,57.0,337.0,394.0,2018-06-20,2
573,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,06/20/2018,14:00:00,REGULAR,4582183,2848852,2018-06-20 14:00:00,2,190.0,289.0,479.0,2018-06-20,2
